environment,genotype,human_score
Nebraska2025,PI533863,2.5203127591980756
Nebraska2025,PI533864,2.41239801319013
Nebraska2025,PI533865,1.748624951154539
Nebraska2025,PI533866,1.9691317734316387
Nebraska2025,PI533867,2.8206902087997423
Nebraska2025,PI533869,2.0446529052329225
Nebraska2025,PI533870,2.80512352232049
Nebraska2025,PI533871,1.9777417913963735
Nebraska2025,PI533872,1.7862794605679693
Nebraska2025,PI533873,2.1514248277731096
Nebraska2025,PI533874,1.6709061163152803
Nebraska2025,PI533876,2.6546012800771
Nebraska2025,PI533877,2.4709054276433307
Nebraska2025,PI533878,2.119901949394114
Nebraska2025,PI533879,2.5506381588832774
Nebraska2025,PI533880,1.947501069463502
Nebraska2025,PI533881,2.3908098433856444
Nebraska2025,PI533882,1.5677709756201652
Nebraska2025,PI533883,3.006472491498932
Nebraska2025,PI533884,3.250513760154617
Nebraska2025,PI533885,3.3338723381278346
Nebraska2025,PI533886,2.854877238034904
Nebraska2025,PI533887,2.3247790905517824
Nebraska2025,PI533888,2.5469087921341185
Nebraska2025,PI533889,2.333377614413295
Nebraska2025,PI533890,2.2858632584945595
Nebraska2025,PI533891,2.8668357853807356
Nebraska2025,PI533893,2.47478368513394
Nebraska2025,PI533894,3.407698576920204
Nebraska2025,PI533895,2.59314970840319
Nebraska2025,PI533896,2.5166363748168363
Nebraska2025,PI533897,2.4800653990831583
Nebraska2025,PI533898,2.0205980432165447
Nebraska2025,PI533899,2.854615152450834
Nebraska2025,PI533900,2.4621125890677726
Nebraska2025,PI533902,2.596611254262747
Nebraska2025,PI533903,1.9802062944191996
Nebraska2025,PI533904,2.823530261968106
Nebraska2025,PI533905,2.603273517638108
Nebraska2025,PI533906,2.186392005598398
Nebraska2025,PI533907,1.5216998773357622
Nebraska2025,PI533908,2.303752391352677
Nebraska2025,PI533909,1.982709764128841
Nebraska2025,PI533910,1.9492159083588496
Nebraska2025,PI533911,2.044183175616184
Nebraska2025,PI533912,2.881764718682393
Nebraska2025,PI533913,2.3931922605144744
Nebraska2025,PI533914,2.478364494847946
Nebraska2025,PI533915,2.5542388927133564
Nebraska2025,PI533916,2.385311888296913
Nebraska2025,PI533917,2.4372613097140214
Nebraska2025,PI533918,1.837891851103499
Nebraska2025,PI533919,2.862496705203527
Nebraska2025,PI533920,2.45532665639059
Nebraska2025,PI533921,2.2832572402338407
Nebraska2025,PI533922,2.5197876013162306
Nebraska2025,PI533923,2.6852815982153264
Nebraska2025,PI533924,2.941592377543585
Nebraska2025,PI533925,2.914809154508956
Nebraska2025,PI533926,2.8934971377099536
Nebraska2025,PI533928,1.933823166093823
Nebraska2025,PI533929,1.2816595944845948
Nebraska2025,PI533930,1.9971583072081485
Nebraska2025,PI533931,2.906308684748817
Nebraska2025,PI533932,1.7701753403296074
Nebraska2025,PI533933,1.9289232896572897
Nebraska2025,PI533934,2.1501705546607868
Nebraska2025,PI533935,3.2317157738430753
Nebraska2025,PI533936,2.1113375512445804
Nebraska2025,PI533937,2.3401061104121137
Nebraska2025,PI533938,2.6686355805185125
Nebraska2025,PI533939,3.0622715749963016
Nebraska2025,PI533940,2.2547104539754126
Nebraska2025,PI533941,2.040383184731037
Nebraska2025,PI533942,2.6995642323823184
Nebraska2025,PI533943,2.483415396419251
Nebraska2025,PI533944,2.7497183803570957
Nebraska2025,PI533946,2.022229272832567
Nebraska2025,PI533947,2.292503199497122
Nebraska2025,PI533948,2.057592406178258
Nebraska2025,PI533949,2.190249356005294
Nebraska2025,PI533950,2.721351588577894
Nebraska2025,PI533951,2.626002974322259
Nebraska2025,PI533952,2.9811413512100926
Nebraska2025,PI533953,3.1385442312751013
Nebraska2025,PI533954,1.954066681318737
Nebraska2025,PI533955,2.0824473332616136
Nebraska2025,PI533956,2.533850998089707
Nebraska2025,PI533957,1.8312319777518589
Nebraska2025,PI533958,1.8297650654499655
Nebraska2025,PI533959,2.730131611103229
Nebraska2025,PI533960,2.403233549894857
Nebraska2025,PI533961,2.4503610661142456
Nebraska2025,PI533962,2.382156714760813
Nebraska2025,PI533963,1.8510961434642423
Nebraska2025,PI533964,1.613221779481782
Nebraska2025,PI533965,1.6941282182627884
Nebraska2025,PI533966,2.8321194433661145
Nebraska2025,PI533967,1.3887184230848797
Nebraska2025,PI533968,2.2879490182445124
Nebraska2025,PI533969,2.164351201154128
Nebraska2025,PI533970,3.1348721215530766
Nebraska2025,PI533971,2.3041173550010665
Nebraska2025,PI533972,2.1949509924043764
Nebraska2025,PI533973,1.8302540274453367
Nebraska2025,PI533974,2.281440211150127
Nebraska2025,PI533975,2.721640594154747
Nebraska2025,PI533976,2.1961978508687823
Nebraska2025,PI533977,1.7306463489106587
Nebraska2025,PI533978,2.6955300429878615
Nebraska2025,PI533979,1.912045549507264
Nebraska2025,PI533980,2.606214257289066
Nebraska2025,PI533981,2.1880570572534346
Nebraska2025,PI533982,2.2540929012505804
Nebraska2025,PI533983,2.4096861754277823
Nebraska2025,PI533984,1.2738420387459508
Nebraska2025,PI533985,2.5297175287531104
Nebraska2025,PI533986,2.4614246079487097
Nebraska2025,PI533987,2.0781073878928336
Nebraska2025,PI533988,1.5238199029914092
Nebraska2025,PI533989,2.2164133627893383
Nebraska2025,PI533990,1.8591777162786287
Nebraska2025,PI533991,2.3210706017499203
Nebraska2025,PI533992,2.92780644367782
Nebraska2025,PI533993,1.725250637739134
Nebraska2025,PI533994,1.4898738927479611
Nebraska2025,PI533995,2.2545042379492752
Nebraska2025,PI533996,2.6029615801537593
Nebraska2025,PI533997,2.219115175326558
Nebraska2025,PI533998,2.159924890109446
Nebraska2025,PI533999,2.444722016162186
Nebraska2025,PI534000,1.898044188086768
Nebraska2025,PI534001,2.099277629180431
Nebraska2025,PI534002,2.3625187405242554
Nebraska2025,PI534003,2.6774731089121
Nebraska2025,PI534004,2.043178679671957
Nebraska2025,PI534005,2.368559445862719
Nebraska2025,PI534006,2.4579489952989935
Nebraska2025,PI534007,2.2704090898453124
Nebraska2025,PI534008,1.698875457508664
Nebraska2025,PI534009,1.236106533409714
Nebraska2025,PI534010,2.126541470398189
Nebraska2025,PI534011,1.7625443751100565
Nebraska2025,PI534013,1.743941812333639
Nebraska2025,PI534014,1.233186809153444
Nebraska2025,PI534015,1.8246433697862416
Nebraska2025,PI534016,2.2396591706578612
Nebraska2025,PI534017,2.265896886405382
Nebraska2025,PI534018,2.317141578981095
Nebraska2025,PI534019,2.2582303804642354
Nebraska2025,PI534020,3.3562181406756304
Nebraska2025,PI534021,1.920492565143108
Nebraska2025,PI534022,2.4170081034402733
Nebraska2025,PI534023,2.7506655236657584
Nebraska2025,PI534024,1.805047695424142
Nebraska2025,PI534025,2.0181994293076935
Nebraska2025,PI534026,2.135247219832424
Nebraska2025,PI534027,2.913774065892829
Nebraska2025,PI534028,2.012090106368703
Nebraska2025,PI534030,1.545918245934854
Nebraska2025,PI534031,2.3315596227577133
Nebraska2025,PI534032,1.892649819432364
Nebraska2025,PI534033,2.0990014889872586
Nebraska2025,PI534034,2.1408261566388975
Nebraska2025,PI534035,2.773492115348593
Nebraska2025,PI534036,1.7086765717778416
Nebraska2025,PI534037,3.0111396848046263
Nebraska2025,PI534038,2.876054650916103
Nebraska2025,PI534039,2.662300246451358
Nebraska2025,PI534040,2.262903232978445
Nebraska2025,PI534041,2.035867471459
Nebraska2025,PI534042,2.948036872029597
Nebraska2025,PI534043,1.8693602126030728
Nebraska2025,PI534044,2.170005048483846
Nebraska2025,PI534045,1.40647328805379
Nebraska2025,PI534046,2.7262033638944323
Nebraska2025,PI534047,2.754732965524733
Nebraska2025,PI534048,2.510408457762205
Nebraska2025,PI534049,2.2878656083233446
Nebraska2025,PI534050,1.9333586669688168
Nebraska2025,PI534051,3.279720589232938
Nebraska2025,PI534052,2.102498449084002
Nebraska2025,PI534053,2.2659993700414143
Nebraska2025,PI534054,2.019825352688106
Nebraska2025,PI534055,2.2671064034995663
Nebraska2025,PI534056,2.4909813144526236
Nebraska2025,PI534057,2.2655037236183166
Nebraska2025,PI534058,2.7084541590807714
Nebraska2025,PI534059,2.5076072033454633
Nebraska2025,PI534060,2.194896930199077
Nebraska2025,PI534061,2.071657761254217
Nebraska2025,PI534062,2.2026905163448105
Nebraska2025,PI534063,1.5522553514292077
Nebraska2025,PI534064,2.65377602650677
Nebraska2025,PI534065,2.5838267856135317
Nebraska2025,PI534066,2.440965650364805
Nebraska2025,PI534067,2.2501734961324154
Nebraska2025,PI534068,2.808653826826156
Nebraska2025,PI534069,2.6288287266551063
Nebraska2025,PI534070,3.357866319911885
Nebraska2025,PI534071,2.5007278281608327
Nebraska2025,PI534072,1.9512658773889784
Nebraska2025,PI534073,2.9665689779579827
Nebraska2025,PI534074,1.8802054702787816
Nebraska2025,PI534075,2.4020751419724347
Nebraska2025,PI534076,2.128482279961975
Nebraska2025,PI534077,2.4468518515319886
Nebraska2025,PI534078,2.3196282716546452
Nebraska2025,PI534079,2.470224550996988
Nebraska2025,PI534080,2.4991452569526404
Nebraska2025,PI534081,2.8069710367429535
Nebraska2025,PI534082,2.983444531832854
Nebraska2025,PI534083,2.6771127447070295
Nebraska2025,PI534084,3.067117230125203
Nebraska2025,PI534085,2.3287870021665973
Nebraska2025,PI534086,3.1835948104156784
Nebraska2025,PI534087,3.4924261762622892
Nebraska2025,PI534088,2.2476429831167875
Nebraska2025,PI534089,3.0463769642144456
Nebraska2025,PI534090,2.5328462569713204
Nebraska2025,PI534091,3.813868729872636
Nebraska2025,PI534092,2.631042272283617
Nebraska2025,PI534093,2.875492125044498
Nebraska2025,PI534094,2.2324038492071185
Nebraska2025,PI534095,3.097912705896558
Nebraska2025,PI534096,1.9164317452693624
Nebraska2025,PI534097,1.999578892105574
Nebraska2025,PI534098,2.5995981103902492
Nebraska2025,PI534099,1.915613761315166
Nebraska2025,PI534100,2.291175989590183
Nebraska2025,PI534101,2.239183075502833
Nebraska2025,PI534102,1.8169704423948283
Nebraska2025,PI534103,1.6143833838247414
Nebraska2025,PI534104,2.172207814568524
Nebraska2025,PI534105,2.210815804202903
Nebraska2025,PI534106,1.9993665035750143
Nebraska2025,PI534107,2.2989335786627816
Nebraska2025,PI534108,2.0916182878795295
Nebraska2025,PI534109,1.9316248888069916
Nebraska2025,PI534110,1.998654130332366
Nebraska2025,PI534111,1.9771226874984345
Nebraska2025,PI534112,1.6572925816588258
Nebraska2025,PI534113,2.5365177213474173
Nebraska2025,PI534114,2.327281954944094
Nebraska2025,PI534115,1.8840990859917175
Nebraska2025,PI534116,2.172364409956857
Nebraska2025,PI534117,2.565680369389318
Nebraska2025,PI534118,2.663707064012096
Nebraska2025,PI534119,1.5790451562654415
Nebraska2025,PI534120,1.9232823384934228
Nebraska2025,PI534121,1.7371934269922973
Nebraska2025,PI534122,1.969859080591681
Nebraska2025,PI534123,2.9746418317028973
Nebraska2025,PI534124,2.099537037932838
Nebraska2025,PI534125,2.1902566302746695
Nebraska2025,PI534126,3.833987062071256
Nebraska2025,PI534127,2.198658164826763
Nebraska2025,PI534128,2.547843501557591
Nebraska2025,PI534129,2.0296501999276546
Nebraska2025,PI534130,1.937031608580578
Nebraska2025,PI534131,1.896642544535348
Nebraska2025,PI534132,1.0251756102692844
Nebraska2025,PI534133,2.2314072100840705
Nebraska2025,PI534134,2.8096744772687767
Nebraska2025,PI534135,1.5217984553448602
Nebraska2025,PI534136,1.8119337062346
Nebraska2025,PI534137,1.7109573072286195
Nebraska2025,PI534138,2.2538629752724
Nebraska2025,PI534139,2.085912072338902
Nebraska2025,PI534140,1.875626701035738
Nebraska2025,PI534141,2.9457787500105717
Nebraska2025,PI534142,3.619172003976091
Nebraska2025,PI534143,3.1705639940091386
Nebraska2025,PI534144,2.318271878939876
Nebraska2025,PI534146,1.7918832329255507
Nebraska2025,PI534147,3.249140100331921
Nebraska2025,PI534148,2.243928135839981
Nebraska2025,PI534149,1.6547818736462463
Nebraska2025,PI534150,2.4811010648380822
Nebraska2025,PI534151,1.9279401777801444
Nebraska2025,PI534152,1.7506070892467196
Nebraska2025,PI534153,2.555644056063598
Nebraska2025,PI534154,1.7766923840553794
Nebraska2025,PI534155,1.6704593613272043
Nebraska2025,PI534156,2.2037420754041386
Nebraska2025,PI534157,1.7205449393645107
Nebraska2025,PI534158,1.5933969298405668
Nebraska2025,PI534159,2.3665688229408084
Nebraska2025,PI534160,1.9295094138418911
Nebraska2025,PI534161,1.31649950423832
Nebraska2025,PI534162,2.178901490342777
Nebraska2025,PI534163,2.25155611530538
Nebraska2025,PI534164,2.653125540919967
Nebraska2025,PI534165,1.7582468253045649
Nebraska2025,PI534166,2.8458299084845184
Nebraska2025,PI534167,2.0032689326712445
Nebraska2025,PI540816,2.5528373333437564
Nebraska2025,PI542406,1.8134825226579596
Nebraska2025,PI542718,3.618700391442631
Nebraska2025,PI543243,2.181513394939686
Nebraska2025,PI543247,2.1025134801372314
Nebraska2025,PI544069,2.9656942402362723
Nebraska2025,PI548797,1.4192555868670909
Nebraska2025,PI552856,1.4915017039325789
Nebraska2025,PI552861,1.9507283335197467
Nebraska2025,PI554646,2.698952161884046
Nebraska2025,PI554648,1.958576598767381
Nebraska2025,PI554649,1.6889476048262493
Nebraska2025,PI554650,1.676934627586632
Nebraska2025,PI554654,2.027432888816966
Nebraska2025,PI555457,2.0622483911900185
Nebraska2025,PI561071,0.8206112574915637
Nebraska2025,PI561072,1.7766614482047078
Nebraska2025,PI561073,1.5993827404131369
Nebraska2025,PI561472,1.312415052238396
Nebraska2025,PI561926,1.6496521451421788
Nebraska2025,PI562623,1.507289079768604
Nebraska2025,PI564163,1.937563529515128
Nebraska2025,PI564164,2.053651719614061
Nebraska2025,PI564165,1.8560180662932375
Nebraska2025,PI565121,1.3725902936839585
Nebraska2025,PI574397,2.2147353225001662
Nebraska2025,PI574398,1.5674960832369096
Nebraska2025,PI574407,2.262214394937266
Nebraska2025,PI574455,2.230853865133921
Nebraska2025,PI576130,1.144005596778491
Nebraska2025,PI576328,2.1536420088168344
Nebraska2025,PI576329,2.2625704417764316
Nebraska2025,PI576330,2.8843607207312205
Nebraska2025,PI576331,3.272690915658829
Nebraska2025,PI576332,2.18335453949844
Nebraska2025,PI576333,1.1801120228962558
Nebraska2025,PI576334,2.6204584887229236
Nebraska2025,PI576335,2.9167209052392824
Nebraska2025,PI576336,2.131503328039321
Nebraska2025,PI576337,3.1770835533724027
Nebraska2025,PI576338,2.5690104526670554
Nebraska2025,PI576339,1.6160851498773945
Nebraska2025,PI576340,2.0388269186002277
Nebraska2025,PI576341,2.2565089499814204
Nebraska2025,PI576342,2.521835709279542
Nebraska2025,PI576343,2.5233854057555236
Nebraska2025,PI576344,3.1725099305669016
Nebraska2025,PI576345,2.294279484432682
Nebraska2025,PI576346,3.3738666170001315
Nebraska2025,PI576347,2.641052572185946
Nebraska2025,PI576348,2.693125821475698
Nebraska2025,PI576350,2.6942469351111
Nebraska2025,PI576351,2.376381520445052
Nebraska2025,PI576352,2.034734238292794
Nebraska2025,PI576353,2.3638770112133223
Nebraska2025,PI576354,2.277977489330267
Nebraska2025,PI576355,1.5015981756785877
Nebraska2025,PI576356,1.65606708579587
Nebraska2025,PI576357,3.115698437367742
Nebraska2025,PI576358,1.843670087254836
Nebraska2025,PI576359,2.455111037224577
Nebraska2025,PI576360,2.1444886067128883
Nebraska2025,PI576361,2.7388441615890593
Nebraska2025,PI576362,2.3378118944857835
Nebraska2025,PI576363,1.9860083722445392
Nebraska2025,PI576364,2.4163590480540003
Nebraska2025,PI576365,2.230268516233045
Nebraska2025,PI576366,1.887890171328317
Nebraska2025,PI576367,2.7422924362842345
Nebraska2025,PI576368,2.4071977574737295
Nebraska2025,PI576369,2.0536385560171304
Nebraska2025,PI576370,2.953559062152636
Nebraska2025,PI576371,2.1824840798943397
Nebraska2025,PI576372,1.8083531620298867
Nebraska2025,PI576373,2.345455253369068
Nebraska2025,PI576374,2.632387661159288
Nebraska2025,PI576375,2.567299979339749
Nebraska2025,PI576376,1.991955923105178
Nebraska2025,PI576377,2.2547663284490493
Nebraska2025,PI576378,2.668357036701422
Nebraska2025,PI576379,2.7895180027573696
Nebraska2025,PI576380,1.841639813321104
Nebraska2025,PI576381,1.6133405153295608
Nebraska2025,PI576382,2.853272298741283
Nebraska2025,PI576383,2.891295497592735
Nebraska2025,PI576385,1.9884951360145735
Nebraska2025,PI576386,2.0770467067988276
Nebraska2025,PI576387,2.1709309880198364
Nebraska2025,PI576389,1.880018482255564
Nebraska2025,PI576390,2.139469057818768
Nebraska2025,PI576391,2.4514903046114327
Nebraska2025,PI576392,2.7335294980116425
Nebraska2025,PI576393,2.0098537576615234
Nebraska2025,PI576394,1.4592624257569138
Nebraska2025,PI576395,2.3167231457840445
Nebraska2025,PI576396,1.7651448413260091
Nebraska2025,PI576397,2.6851533067904043
Nebraska2025,PI576398,2.394902417500845
Nebraska2025,PI576399,2.7455785333938767
Nebraska2025,PI576400,1.9764120386764197
Nebraska2025,PI576401,1.8706454291932495
Nebraska2025,PI576402,2.0740046900447893
Nebraska2025,PI576403,2.734836986530409
Nebraska2025,PI576404,3.516523790706128
Nebraska2025,PI576405,2.3329174709547824
Nebraska2025,PI576406,2.8767475995368916
Nebraska2025,PI576407,2.379839086766044
Nebraska2025,PI576408,3.1274869095179767
Nebraska2025,PI576409,2.0532388800216923
Nebraska2025,PI576410,2.207776193144495
Nebraska2025,PI576411,1.8829177173904403
Nebraska2025,PI576412,2.6688867792318693
Nebraska2025,PI576413,2.713982102708231
Nebraska2025,PI576414,2.9370857672175523
Nebraska2025,PI576415,2.4551115786539652
Nebraska2025,PI576416,2.5349657095373708
Nebraska2025,PI576417,2.58236082155422
Nebraska2025,PI576418,2.5351466453707916
Nebraska2025,PI576419,3.0628955015640607
Nebraska2025,PI576420,2.712170845824922
Nebraska2025,PI576421,2.450100398898573
Nebraska2025,PI576422,2.9023306192712326
Nebraska2025,PI576423,1.5653680371778735
Nebraska2025,PI576424,2.2770135851073836
Nebraska2025,PI576425,1.5804202275232644
Nebraska2025,PI576426,1.6862893592024613
Nebraska2025,PI576427,2.0506655975035555
Nebraska2025,PI576428,1.8387826330375192
Nebraska2025,PI576429,3.258361323013612
Nebraska2025,PI576430,3.018438249881481
Nebraska2025,PI576431,2.457910167660866
Nebraska2025,PI576432,2.4978520834990325
Nebraska2025,PI576433,2.260977385844664
Nebraska2025,PI576434,2.699229893567397
Nebraska2025,PI576435,2.2628120502012816
Nebraska2025,PI576436,1.6128977742942283
Nebraska2025,PI576437,2.2385425558061636
Nebraska2025,PI585291,1.4393548701960424
Nebraska2025,PI585295,1.7494737430921634
Nebraska2025,PI594355,1.99567693002418
Nebraska2025,PI595699,2.4479763760931736
Nebraska2025,PI595700,2.8772453659098467
Nebraska2025,PI595701,2.575481165360772
Nebraska2025,PI595702,2.6592872310808486
Nebraska2025,PI595703,2.0904000494933026
Nebraska2025,PI595704,2.377804280745756
Nebraska2025,PI595705,3.1663364264932685
Nebraska2025,PI595706,2.9196299895719573
Nebraska2025,PI595708,2.310171134964043
Nebraska2025,PI595709,1.3317443804861544
Nebraska2025,PI595710,2.8124094202927585
Nebraska2025,PI595711,2.20966939535872
Nebraska2025,PI595712,2.5360063075502053
Nebraska2025,PI595713,1.9408421861986545
Nebraska2025,PI595714,2.307991852240486
Nebraska2025,PI595716,1.888622898241684
Nebraska2025,PI595717,2.1445489582530537
Nebraska2025,PI595718,2.6635287836584323
Nebraska2025,PI595719,2.645050036884854
Nebraska2025,PI595720,3.4052391079597752
Nebraska2025,PI595721,2.543300189572573
Nebraska2025,PI595722,2.0077059121300005
Nebraska2025,PI595723,2.8312239187679005
Nebraska2025,PI595724,2.2948435167679615
Nebraska2025,PI595725,2.671114417647927
Nebraska2025,PI595726,1.7687349749984065
Nebraska2025,PI595727,1.9286048274020584
Nebraska2025,PI595728,2.1715615202394667
Nebraska2025,PI595729,2.1774685153604536
Nebraska2025,PI595730,3.1923385227263408
Nebraska2025,PI595731,2.4971700294820973
Nebraska2025,PI595732,1.83256810725776
Nebraska2025,PI595733,1.1615546365137284
Nebraska2025,PI595734,2.061657315481406
Nebraska2025,PI595735,1.4342179085598992
Nebraska2025,PI595736,2.0091145912565462
Nebraska2025,PI595737,1.8266848773846411
Nebraska2025,PI595738,2.437326914034923
Nebraska2025,PI595739,1.309510476271096
Nebraska2025,PI595740,2.3445744353849785
Nebraska2025,PI595741,2.4098653916790904
Nebraska2025,PI595742,2.599098202151761
Nebraska2025,PI595743,3.0088773766617796
Nebraska2025,PI595744,2.050177802803138
Nebraska2025,PI595745,2.243536885958158
Nebraska2025,PI595746,1.6748883262720486
Nebraska2025,PI595747,1.6157504029956358
Nebraska2025,PI595748,2.513123615181243
Nebraska2025,PI596332,1.879316701742685
Nebraska2025,PI596567,2.1272382199579423
Nebraska2025,PI597943,2.463147421392806
Nebraska2025,PI597944,1.9109147343744275
Nebraska2025,PI597945,2.436300865045383
Nebraska2025,PI597946,2.7298478116736105
Nebraska2025,PI597947,2.4470447739529653
Nebraska2025,PI597949,2.697471839754974
Nebraska2025,PI597950,3.843432811141777
Nebraska2025,PI597951,3.1430929680537334
Nebraska2025,PI597952,3.1068328078808713
Nebraska2025,PI597953,2.659227673451949
Nebraska2025,PI597954,3.1238986459420732
Nebraska2025,PI597955,2.067424619027064
Nebraska2025,PI597956,2.936912950503829
Nebraska2025,PI597957,2.484121726836632
Nebraska2025,PI597958,1.7973028782831144
Nebraska2025,PI597959,2.239620805384017
Nebraska2025,PI597960,2.603784214108062
Nebraska2025,PI597961,1.8870736319928128
Nebraska2025,PI597962,1.8778979800017388
Nebraska2025,PI597963,2.1971386858350477
Nebraska2025,PI597965,1.829347700910972
Nebraska2025,PI597966,2.2411467303259833
Nebraska2025,PI597967,1.7871669042198606
Nebraska2025,PI597968,3.21157105473761
Nebraska2025,PI597969,2.1348269460381664
Nebraska2025,PI597970,2.4592178341071316
Nebraska2025,PI597971,2.0253513357368553
Nebraska2025,PI597972,2.6587698175149574
Nebraska2025,PI597973,2.3100669647778003
Nebraska2025,PI597974,2.924698973318531
Nebraska2025,PI597975,2.6468380104464035
Nebraska2025,PI597976,2.2405798178121867
