trait,human_score_spearman_rho
embedding_mean_70,-0.17897360578748236
embedding_mean_71,0.2538082609604277
embedding_mean_72,-0.3855211961572477
embedding_mean_73,-0.10511663891137567
embedding_mean_74,0.08248287924938562
embedding_mean_75,-0.19147022464770944
embedding_mean_76,-0.3735882906449291
embedding_mean_77,0.08333153734638667
embedding_mean_78,-0.17766470931566572
embedding_mean_79,0.22515557681947537
embedding_mean_80,0.24495132120672247
embedding_mean_81,-0.5831852242127523
embedding_mean_82,-0.04289062139830517
embedding_mean_83,-0.2305948687188295
embedding_mean_84,-0.14796386351024213
embedding_mean_85,-0.039459979771414765
embedding_mean_86,-0.45413870783686955
embedding_mean_87,-0.3720395327734477
embedding_mean_88,0.22345904820664364
embedding_mean_89,-0.21652652753524904
embedding_mean_90,0.2035713914555087
embedding_mean_91,0.033687548891661
embedding_mean_92,-0.2671531156739197
embedding_mean_93,-0.3294659086779557
embedding_mean_94,-0.3886569847785816
embedding_mean_95,0.12873087999298288
embedding_mean_96,-0.3637410148635022
embedding_mean_97,-0.07804517687409775
embedding_mean_98,-0.28636000702167747
embedding_mean_99,-0.07050235643501801
embedding_mean_100,0.08640612731426439
embedding_mean_101,0.015208069112570305
embedding_mean_102,-0.1200103400695748
embedding_mean_103,-0.10146030651822745
embedding_mean_104,-0.2548227232472228
embedding_mean_105,0.2080624700731052
embedding_mean_106,-0.39522676699186143
embedding_mean_107,-0.21972068762596514
embedding_mean_108,-0.29910755000503414
embedding_mean_109,-0.5500632733261571
embedding_mean_110,-0.24839241613668986
embedding_mean_111,-0.29149738199346764
embedding_mean_112,0.06090399922468845
embedding_mean_113,-0.03212085683655334
embedding_mean_114,0.28166624303108323
embedding_mean_115,0.43269410838934225
embedding_mean_116,0.09172361335463307
embedding_mean_117,-0.1594096053802171
embedding_mean_118,-0.023819279908224765
embedding_mean_119,0.4381192155923245
embedding_mean_120,-0.24119015818292017
embedding_mean_121,-0.11208626602601349
embedding_mean_122,-0.28177934296848506
embedding_mean_123,0.23689231765890695
embedding_mean_124,0.050533385610739424
embedding_mean_125,-0.017944092383801114
embedding_mean_126,0.2412007541828991
embedding_mean_127,0.2186894863908904
embedding_mean_128,0.3255317823254863
embedding_mean_129,0.4725167778874342
embedding_mean_130,-0.24302383810924189
embedding_mean_131,0.19227652752763014
embedding_mean_132,-0.3722949918444005
embedding_mean_133,0.18978870047850696
embedding_mean_134,-0.14310517808241013
embedding_mean_135,-0.25268402105376236
embedding_mean_136,-0.359885997256572
embedding_mean_137,-0.08854370220582922
embedding_mean_138,0.03117418940807188
embedding_mean_139,-0.4353195946955796
embedding_mean_140,0.029860388541229667
embedding_mean_141,0.4279502743641585
embedding_mean_142,-0.3818190059787928
embedding_mean_143,-0.09562859251186819
embedding_mean_144,0.4216057726012961
embedding_mean_145,0.4136261877059435
embedding_mean_146,-0.09383061153272532
embedding_mean_147,-0.2510595936604262
embedding_mean_148,0.1959332384447686
embedding_mean_149,-0.2528298772864648
embedding_mean_150,-0.4094251545154561
embedding_mean_151,0.22775433639124432
embedding_mean_152,-0.09000758350410028
embedding_mean_153,-0.13407930301295656
embedding_mean_154,0.08083101908502949
embedding_mean_155,0.1912412927344452
embedding_mean_156,0.14261981805694968
embedding_mean_157,-0.33283642629881793
embedding_mean_158,0.5099668674944569
embedding_mean_159,-0.5141190464984672
embedding_mean_160,-0.13409878647314924
embedding_mean_161,-0.1796271374570577
embedding_mean_162,0.13642123736704953
embedding_mean_163,-0.40415141333191035
embedding_mean_164,0.1822694713816212
embedding_mean_165,-0.42407319435650914
embedding_mean_166,-0.32982225777085494
embedding_mean_167,0.045103526397685986
embedding_mean_168,-0.14037377102649048
embedding_mean_169,-0.1576123964116224
embedding_mean_170,-0.2087342730337573
embedding_mean_171,-0.1793274132137115
embedding_mean_172,-0.0037794253890949875
embedding_mean_173,-0.20564790383918963
embedding_mean_174,0.3883073332830876
embedding_mean_175,0.07679427926019629
embedding_mean_176,0.23766037421107225
embedding_mean_177,-0.2772171834599177
embedding_mean_178,-0.43000619300858733
embedding_mean_179,0.16453317081075974
embedding_mean_180,0.03190241643639495
embedding_mean_181,0.34061594336184126
embedding_mean_182,0.2780307048759324
embedding_mean_183,0.1421673502665354
embedding_mean_184,-0.01868852037492421
embedding_mean_185,-0.08223420731209642
embedding_mean_186,0.018981796962262765
embedding_mean_187,-0.1837507572325944
embedding_mean_188,-0.20969527425639115
embedding_mean_189,0.15419974915209836
embedding_mean_190,-0.2360322823746897
embedding_mean_191,0.30807133327908515
embedding_mean_192,-0.31740827550536715
embedding_mean_193,-0.3610647803447653
embedding_mean_194,0.20189401462134934
embedding_mean_195,-0.04913421178290843
embedding_mean_196,0.3037873170188783
embedding_mean_197,-0.23426888156576253
embedding_mean_198,0.16324248241351982
embedding_mean_199,-0.31883421249966026
embedding_mean_200,0.32951827443328247
embedding_mean_201,-0.36931224720106365
embedding_mean_202,-0.10152953463830905
embedding_mean_203,-0.047564636902033317
embedding_mean_204,0.0821819305435468
embedding_mean_205,-0.16713906185852334
embedding_mean_206,0.16077290346566733
embedding_mean_207,-0.1750357620548625
embedding_mean_208,-0.04835873804405839
embedding_mean_209,-0.05967492161690714
embedding_mean_210,0.5184806933394983
embedding_mean_211,-0.12049570653546171
embedding_mean_212,-0.007459033123430648
embedding_mean_213,-0.17523170104802502
embedding_mean_214,0.5108697278612206
embedding_mean_215,0.3401691208245433
embedding_mean_216,0.04097261562379736
embedding_mean_217,0.060126183224104436
embedding_mean_218,0.1916237525053186
embedding_mean_219,-0.2262942835130338
embedding_mean_220,0.0391849500669845
embedding_mean_221,0.04907394281161113
embedding_mean_222,-0.21964479229843223
embedding_mean_223,-0.2584830657934451
embedding_mean_224,-0.04549019678901775
embedding_mean_225,-0.430754611285708
embedding_mean_226,0.011141757097565092
embedding_mean_227,-0.22637831680596215
embedding_mean_228,-0.2570032077430921
embedding_mean_229,-0.39303394645817347
embedding_mean_230,-0.06130278440771486
embedding_mean_231,-0.08314870152850268
embedding_mean_232,0.08331698450682186
embedding_mean_233,-0.14521492169498104
embedding_mean_234,-0.15110900666827742
embedding_mean_235,0.03074991505543261
embedding_mean_236,0.32206456622053037
embedding_mean_237,0.3936483869105544
embedding_mean_238,-0.196842813214524
embedding_mean_239,0.1589159953076528
embedding_mean_240,0.14860882503028078
embedding_mean_241,0.260426844161927
embedding_mean_242,-0.06826150065215794
embedding_mean_243,-0.06990723511548982
embedding_mean_244,-0.11708880558095607
embedding_mean_245,-0.19909695540457334
embedding_mean_246,-0.07092006964927139
embedding_mean_247,0.13084220430107954
embedding_mean_248,0.2627634097424848
embedding_mean_249,0.19619093859240824
embedding_mean_250,0.15995076211808698
embedding_mean_251,0.2642815952545944
embedding_mean_252,0.01332234333053692
embedding_mean_253,-0.05207985208884618
embedding_mean_254,0.23585026225434852
embedding_mean_255,-0.3773574215052641
embedding_mean_256,-0.026273110482020006
embedding_mean_257,-0.15179423585915386
embedding_mean_258,0.031812102699983164
embedding_mean_259,0.23792867090429173
embedding_mean_260,0.4276812943579191
embedding_mean_261,-0.07437824345955785
embedding_mean_262,-0.11954268863506662
embedding_mean_263,-0.2894083802464244
embedding_mean_264,0.030845439489814386
embedding_mean_265,0.06864000117027623
embedding_mean_266,0.08010441533682823
embedding_mean_267,0.35826732283975765
embedding_mean_268,-0.11809349652314229
embedding_mean_269,-0.17832384346738778
embedding_mean_270,0.08332475084057261
embedding_mean_271,-0.18765505101035715
embedding_mean_272,0.16393080874289498
embedding_mean_273,-0.14523068606947293
embedding_mean_274,-0.2013908566814022
embedding_mean_275,-0.4021315777606941
embedding_mean_276,-0.012283764167399902
embedding_mean_277,0.21784858032845347
embedding_mean_278,0.12227960672057782
embedding_mean_279,-0.2972708151786786
embedding_mean_280,0.16281824719890303
embedding_mean_281,-0.10671905787229666
embedding_mean_282,-0.2180239780922095
embedding_mean_283,-0.2626178596394798
embedding_mean_284,0.17046991346673343
embedding_mean_285,-0.04417624873641216
embedding_mean_286,0.1763802982140439
embedding_mean_287,-0.44853399197508087
embedding_mean_288,-0.1726185547632239
embedding_mean_289,0.29444048751320184
embedding_mean_290,0.39980747871762506
embedding_mean_291,-0.04771553676648882
embedding_mean_292,0.25579701991752174
embedding_mean_293,-0.1495242045311435
embedding_mean_294,-0.15063936649034432
embedding_mean_295,0.01820091031612536
embedding_mean_296,-0.18096485599856293
embedding_mean_297,-0.2603085558679787
embedding_mean_298,0.3666871828974135
embedding_mean_299,-0.12260121056845119
embedding_mean_300,-0.35764493048570045
embedding_mean_301,0.15531284277019314
embedding_mean_302,0.011151814113377607
embedding_mean_303,-0.4366800727061588
embedding_mean_304,0.23850676927526168
embedding_mean_305,0.0770535095102967
embedding_mean_306,0.028790810625642854
embedding_mean_307,-0.15586818602704097
embedding_mean_308,-0.12625381431138089
embedding_mean_309,-0.03607548308804841
embedding_mean_310,-0.18890715771770292
embedding_mean_311,-0.26668178002340676
embedding_mean_312,-0.17953188566305564
embedding_mean_313,-0.2301161538694773
embedding_mean_314,0.26729242291823574
embedding_mean_315,-0.365215030213125
embedding_mean_316,-0.26649534796826374
embedding_mean_317,-0.146484515122026
embedding_mean_318,-0.39711299268787903
embedding_mean_319,-0.04484118927400477
embedding_mean_320,-0.3117219912534777
embedding_mean_321,0.15187552530561035
embedding_mean_322,-0.09379670598732626
embedding_mean_323,-0.3271962454845126
embedding_mean_324,-0.3042621768580959
embedding_mean_325,0.227338723117765
embedding_mean_326,-0.3153771799197144
embedding_mean_327,-0.20922510074479864
embedding_mean_328,0.19391383402217413
embedding_mean_329,-0.10130565578275877
embedding_mean_330,0.21595675794095145
embedding_mean_331,-0.03561302967405786
embedding_mean_332,0.34586954046383284
embedding_mean_333,0.15470158696946598
embedding_mean_334,0.551273369264956
embedding_mean_335,0.4008721932983743
embedding_mean_336,-0.14687103598052972
embedding_mean_337,-0.42316878524545226
embedding_mean_338,-0.08160606979546851
embedding_mean_339,-0.33305244395289507
embedding_mean_340,-0.26843407578842515
embedding_mean_341,-0.02158693958398198
embedding_mean_342,0.15130869959874135
embedding_mean_343,0.0366579639254469
embedding_mean_344,0.0808727800754247
embedding_mean_345,-0.06917722437742449
embedding_mean_346,0.05158779355320383
embedding_mean_347,0.3814020136964805
embedding_mean_348,-0.1219987029558933
embedding_mean_349,-0.12566362159626776
embedding_mean_350,0.23800223261893375
embedding_mean_351,-0.2652450163239953
embedding_mean_352,-0.3153449278966726
embedding_mean_353,0.16690809669345646
embedding_mean_354,0.00924095281363463
embedding_mean_355,0.42216506156593014
embedding_mean_356,-0.22764377328517496
embedding_mean_357,0.2032517221229407
embedding_mean_358,-0.20161387174479473
embedding_mean_359,0.09813577641024182
embedding_mean_360,-0.13957595825337693
embedding_mean_361,0.19067087860510185
embedding_mean_362,0.19232196031449778
embedding_mean_363,0.13753634881545748
embedding_mean_364,-0.18460547066333724
embedding_mean_365,0.5107296290814365
embedding_mean_366,0.2502788716881475
embedding_mean_367,-0.24743032231185383
embedding_mean_368,0.1693379219121227
embedding_mean_369,0.2280092382700042
embedding_mean_370,-0.35987016479465284
embedding_mean_371,0.23082142255894317
embedding_mean_372,0.3155213287390901
embedding_mean_373,-0.2543823829238838
embedding_mean_374,-0.09084827269742429
embedding_mean_375,0.251911890030313
embedding_mean_376,-0.36961117271757815
embedding_mean_377,-0.02257553939266499
embedding_mean_378,-0.1679026766621178
embedding_mean_379,-0.25104668088010196
embedding_mean_380,-0.35010749954738507
embedding_mean_381,0.00878942792899684
embedding_mean_382,-0.3627627910663294
embedding_mean_383,-0.07454389691077525
embedding_mean_384,0.15461179931413924
embedding_mean_385,-0.0856709331933461
embedding_mean_386,0.37241846959425184
embedding_mean_387,-0.1777184330646305
embedding_mean_388,-0.1813871009218883
embedding_mean_389,-0.28716985966693526
embedding_mean_390,0.10591540697462211
embedding_mean_391,0.17726273234433285
embedding_mean_392,0.05912394642900388
embedding_mean_393,0.28632493487146915
embedding_mean_394,0.09660677203371552
embedding_mean_395,0.4050890191736713
embedding_mean_396,0.04730810062685747
embedding_mean_397,-0.00776993176316644
embedding_mean_398,0.21362049847677736
embedding_mean_399,0.32266244131577343
embedding_mean_400,0.26158412686628413
embedding_mean_401,-0.25398143843270693
embedding_mean_402,-0.3430534059020665
embedding_mean_403,-0.4050987877350362
embedding_mean_404,-0.3990452640079429
embedding_mean_405,0.1388199014780596
embedding_mean_406,-0.21679530302956046
embedding_mean_407,-0.4759284280645878
embedding_mean_408,0.2691395116382385
embedding_mean_409,-0.160817467001782
embedding_mean_410,-0.13060830597538994
embedding_mean_411,-0.020326699745958975
embedding_mean_412,0.369529566277921
embedding_mean_413,0.19379515820036103
embedding_mean_414,-0.1982282198317786
embedding_mean_415,0.18320960743749798
embedding_mean_416,-0.27531466420663664
embedding_mean_417,0.027197275838534624
embedding_mean_418,-0.014943023875193482
embedding_mean_419,-0.15045395085430383
embedding_mean_420,-0.07952210851797581
embedding_mean_421,-0.1972700983564365
embedding_mean_422,0.1327080387453306
embedding_mean_423,-0.2849355922869348
embedding_mean_424,0.03730388669269142
embedding_mean_425,0.36676352656557637
embedding_mean_426,-0.2714113996282004
embedding_mean_427,0.1116465037557294
embedding_mean_428,0.1815221003626061
embedding_mean_429,-0.04148828729925316
embedding_mean_430,0.3978139120466941
embedding_mean_431,-0.02843695278843433
embedding_mean_432,-0.2593399358680576
embedding_mean_433,0.49946060109030704
embedding_mean_434,0.04849398730831408
embedding_mean_435,-0.22632533668563987
embedding_mean_436,0.3973755970082745
embedding_mean_437,-0.5425194292566478
embedding_mean_438,0.08474933353892379
embedding_mean_439,0.04486476618417539
embedding_mean_440,-0.15519503205078083
embedding_mean_441,-0.08530809843558115
embedding_mean_442,0.18432593574312375
embedding_mean_443,0.15142256350631284
embedding_mean_444,0.05174878762784933
embedding_mean_445,-0.34354636718545606
embedding_mean_446,-0.020206909340863517
embedding_mean_447,0.0996034864783777
embedding_mean_448,0.11363766745036732
embedding_mean_449,0.325214518130446
embedding_mean_450,-0.3680133650886855
embedding_mean_451,0.2335209015569775
embedding_mean_452,0.16504796646992473
embedding_mean_453,-0.274690121519948
embedding_mean_454,0.04745314459080654
embedding_mean_455,-0.23676411860935784
embedding_mean_456,0.27295508974058247
embedding_mean_457,-0.07599468957531738
embedding_mean_458,0.032481888640572144
embedding_mean_459,-0.04198343803480753
embedding_mean_460,0.16299601017564075
embedding_mean_461,-0.17680667500360345
embedding_mean_462,-0.48699493028337487
embedding_mean_463,-0.16223164572168297
embedding_mean_464,-0.04477646901230861
embedding_mean_465,-0.27150878812994717
embedding_mean_466,-0.062083484465847424
embedding_mean_467,-0.23108467580557052
embedding_mean_468,-0.21225097301753132
embedding_mean_469,-0.21604807557312403
embedding_mean_470,0.4608514379906288
embedding_mean_471,0.032209645312432436
embedding_mean_472,-0.0841512991893738
embedding_mean_473,0.18970224361110904
embedding_mean_474,-0.23090072528395827
embedding_mean_475,-0.20289126299151738
embedding_mean_476,-0.20507724028464927
embedding_mean_477,-0.19300730299337027
embedding_mean_478,-0.09567781656183383
embedding_mean_479,-0.3373970660273408
embedding_mean_480,0.09857670479867726
embedding_mean_481,-0.004001316962198107
embedding_mean_482,0.0057530399156739504
embedding_mean_483,0.1518051883769807
embedding_mean_484,-0.14852156868974722
embedding_mean_485,-0.27831391277221307
embedding_mean_486,-0.17368493258228604
embedding_mean_487,0.010521373382113742
embedding_mean_488,-0.20613195164060105
embedding_mean_489,0.11132473201162532
embedding_mean_490,0.22121228540078536
embedding_mean_491,0.32715199767652225
embedding_mean_492,-0.03834221019595628
embedding_mean_493,-0.2935427443537755
embedding_mean_494,0.2932451673081266
embedding_mean_495,-0.2707841002271376
embedding_mean_496,-0.19326772764820055
embedding_mean_497,-0.004327525271085059
embedding_mean_498,-0.1628537915747309
embedding_mean_499,-0.07446437760211255
embedding_mean_500,0.006470167833100615
embedding_mean_501,0.04478157823295394
embedding_mean_502,-0.4014847321671231
embedding_mean_503,0.44923801464990415
embedding_mean_504,-0.388681058779841
embedding_mean_505,0.4735150391460216
embedding_mean_506,-0.32946996543656476
embedding_mean_507,-0.40873256932536056
embedding_mean_508,-0.13730081834580016
embedding_mean_509,0.24855052734497685
embedding_mean_510,-0.18846590304560798
embedding_mean_511,-0.03172113339770901
embedding_mean_512,0.223604525873421
embedding_mean_513,0.07940158594380187
embedding_mean_514,0.45878825212255153
embedding_mean_515,-0.18197960582438658
embedding_mean_516,-0.03658538795472922
embedding_mean_517,-0.30953400980958107
embedding_mean_518,0.2976089866886096
embedding_mean_519,0.15313284648484973
embedding_mean_520,-0.029572019899472883
embedding_mean_521,-0.4250386829673785
embedding_mean_522,0.016826159163663583
embedding_mean_523,0.03520483462102619
embedding_mean_524,-0.3349985432101452
embedding_mean_525,0.03216429782405069
embedding_mean_526,0.1379327198054285
embedding_mean_527,0.06765885269790874
embedding_mean_528,0.2697978962753098
embedding_mean_529,0.07773411410444434
embedding_mean_530,-0.3739448355004326
embedding_mean_531,0.06780113220139672
embedding_mean_532,0.2964832145482841
embedding_mean_533,-0.0626686123546375
embedding_mean_534,-0.11751973891496918
embedding_mean_535,-0.20819394366052568
embedding_mean_536,-0.23778265069671536
embedding_mean_537,-0.17068070946056998
embedding_mean_538,-0.2287596669240573
embedding_mean_539,-0.059855647910725396
embedding_mean_540,0.24700491399427354
embedding_mean_541,-0.21506302913296627
embedding_mean_542,-0.1705458462667116
embedding_mean_543,0.234534974911851
embedding_mean_544,0.11418735293997036
embedding_mean_545,0.011064516445235371
embedding_mean_546,0.5162069423800534
embedding_mean_547,0.19093398271075201
embedding_mean_548,-0.5077593940194525
embedding_mean_549,0.18755040274868637
embedding_mean_550,0.1622390718694977
embedding_mean_551,0.13429533130976606
embedding_mean_552,-0.1032624716777937
embedding_mean_553,0.284793532861247
embedding_mean_554,-0.16413981351804013
embedding_mean_555,0.1349517487342271
embedding_mean_556,0.22858680560841468
embedding_mean_557,-0.2195273336072954
embedding_mean_558,-0.1552715785690095
embedding_mean_559,0.06431932855636656
embedding_mean_560,0.37560359570601026
embedding_mean_561,-0.49762323522708096
embedding_mean_562,0.2720742289181305
embedding_mean_563,0.22992039629689232
embedding_mean_564,0.0023295301140977063
embedding_mean_565,-0.12674554555059345
embedding_mean_566,0.286656741960903
embedding_mean_567,0.21826949662790243
embedding_mean_568,-0.061275087186008374
embedding_mean_569,0.0988250100003575
embedding_mean_570,0.39072796268691895
embedding_mean_571,0.31495390061941086
embedding_mean_572,-0.2989034758371635
embedding_mean_573,0.1748099015294771
embedding_mean_574,0.20708416220552503
embedding_mean_575,-0.03375892260019014
embedding_mean_576,0.17988234410246615
embedding_mean_577,0.4549969082466185
embedding_mean_578,-0.4329165383279942
embedding_mean_579,0.028236401167648945
embedding_mean_580,0.09586795953595645
embedding_mean_581,-0.2722947117289678
embedding_mean_582,-0.5055403918251534
embedding_mean_583,-0.021927792661388744
embedding_mean_584,-0.2910922826187309
embedding_mean_585,-0.26501608247255237
embedding_mean_586,-0.5581259481041307
embedding_mean_587,-0.29545233987730707
embedding_mean_588,-0.009461002680301277
embedding_mean_589,-0.08963681357494584
embedding_mean_590,-0.014953939883384433
embedding_mean_591,-0.09910523110232519
embedding_mean_592,0.2247698483125873
embedding_mean_593,-0.15270244071772657
embedding_mean_594,0.07677886845394162
embedding_mean_595,-0.19056811807705576
embedding_mean_596,-0.3911968955399675
embedding_mean_597,0.24718311608615426
embedding_mean_598,0.11341975988990614
embedding_mean_599,0.27470786389237606
embedding_mean_600,-0.3447251227301877
embedding_mean_601,-0.06701482946820095
embedding_mean_602,0.41757420603703466
embedding_mean_603,0.2081533171178609
embedding_mean_604,-0.10584142015682824
embedding_mean_605,-0.1471288821522206
embedding_mean_606,-0.01573052230604501
embedding_mean_607,0.1639099297656253
embedding_mean_608,-0.14446806677462184
embedding_mean_609,-0.13483941996196527
embedding_mean_610,-0.06016800278890831
embedding_mean_611,0.2726348627979938
embedding_mean_612,0.2999266471577332
embedding_mean_613,0.15884873825528126
embedding_mean_614,-0.014601759373813845
embedding_mean_615,-0.28394323311110664
embedding_mean_616,-0.4152379699886051
embedding_mean_617,-0.23106455800263082
embedding_mean_618,6.533506843500693e-4
embedding_mean_619,-0.31440804839835634
embedding_mean_620,0.31686622466102016
embedding_mean_621,0.23494031093826812
embedding_mean_622,0.13760089073965767
embedding_mean_623,0.3173534044355928
embedding_mean_624,0.010559368628840335
embedding_mean_625,-0.3007149354830059
embedding_mean_626,0.07253531381351457
embedding_mean_627,0.3064293286739879
embedding_mean_628,-0.17947162723518842
embedding_mean_629,0.5050675688903361
embedding_mean_630,0.23511503717590931
embedding_mean_631,0.0019270533466522876
embedding_mean_632,0.0864305678692247
embedding_mean_633,0.49611211886713336
embedding_mean_634,0.20013056537421137
embedding_mean_635,-0.22900499156661933
embedding_mean_636,0.39784103010492633
embedding_mean_637,-0.5300537991596473
embedding_mean_638,-0.08128555091000797
embedding_mean_639,-0.34042861601304775
embedding_mean_640,-0.4601977702677405
embedding_mean_641,0.2528093874795643
embedding_mean_642,-0.2518953704718188
embedding_mean_643,-0.21981610333091803
embedding_mean_644,-0.17023777306394214
embedding_mean_645,-0.2064818777516041
embedding_mean_646,-0.24267553408619
embedding_mean_647,-0.07139455783316899
embedding_mean_648,0.13566487993713625
embedding_mean_649,0.10679420712115525
embedding_mean_650,0.1318542556155658
embedding_mean_651,0.25817131636402746
embedding_mean_652,0.2772221040170163
embedding_mean_653,-0.26490098465523837
embedding_mean_654,-0.03259220489609937
embedding_mean_655,0.22587225606537317
embedding_mean_656,0.46773023617978954
embedding_mean_657,-0.41985842193584283
embedding_mean_658,0.0400923322309347
embedding_mean_659,-0.3865103158193137
embedding_mean_660,-0.2816254279960562
embedding_mean_661,-0.5497132017925532
embedding_mean_662,0.03139991887074529
embedding_mean_663,-0.12800065588384268
embedding_mean_664,0.0011619751837760994
embedding_mean_665,-0.06288633231853476
embedding_mean_666,-0.13237196737491527
embedding_mean_667,0.006972158828832
embedding_mean_668,0.35359226178323744
embedding_mean_669,-0.2570740960398566
embedding_mean_670,-0.2405610497123162
embedding_mean_671,-0.18675616180583454
embedding_mean_672,0.228692810670028
embedding_mean_673,-0.15387107830158495
embedding_mean_674,-0.23229278724353586
embedding_mean_675,-0.14970454365395824
embedding_mean_676,-0.18325908403380572
embedding_mean_677,-0.47313848627107374
embedding_mean_678,0.30222443208775435
embedding_mean_679,-0.32956814080309965
embedding_mean_680,0.010643616487993862
embedding_mean_681,0.016920215508109567
embedding_mean_682,-0.42093342785399934
embedding_mean_683,-0.46707287008207476
embedding_mean_684,-0.001684816969794158
embedding_mean_685,-0.24396316177816557
embedding_mean_686,0.08120411496087585
embedding_mean_687,0.20391651813744624
embedding_mean_688,0.012140869505099648
embedding_mean_689,-0.45666683712234046
embedding_mean_690,0.4667284315451365
embedding_mean_691,-0.2774619734805459
embedding_mean_692,-0.33280932520887185
embedding_mean_693,-0.36660513546701595
embedding_mean_694,-0.3368139500657441
embedding_mean_695,5.266983517006927e-4
embedding_mean_696,-0.3267155168661177
embedding_mean_697,-0.10034393695796547
embedding_mean_698,-0.3255241815283346
embedding_mean_699,-0.3569062606343062
embedding_mean_700,-0.010073263671947105
embedding_mean_701,-0.33354014314750985
embedding_mean_702,-0.14122657173765704
embedding_mean_703,-0.16670407250890865
embedding_mean_704,-0.10809299728070829
embedding_mean_705,0.18955778552093763
embedding_mean_706,-0.09568810876340558
embedding_mean_707,0.2965903935971332
embedding_mean_708,0.15054002146583698
embedding_mean_709,0.10745378697940797
embedding_mean_710,-0.2232255037440746
embedding_mean_711,-0.3565884469209383
embedding_mean_712,0.15949697481902284
embedding_mean_713,-0.2033267827354489
embedding_mean_714,-0.06875875438953426
embedding_mean_715,-0.12850038493446614
embedding_mean_716,0.007562290677955384
embedding_mean_717,-0.06133093777958577
embedding_mean_718,0.19269054325360715
embedding_mean_719,-0.3114073250089179
embedding_mean_720,-0.27671444161344294
embedding_mean_721,0.15082120210949848
embedding_mean_722,0.14473689293642647
embedding_mean_723,-0.4651544916075607
embedding_mean_724,0.1190503603815929
embedding_mean_725,0.04011000954814717
embedding_mean_726,0.20193743255620644
embedding_mean_727,-0.017605512921475528
embedding_mean_728,-0.17948490604173575
embedding_mean_729,-0.09187315836761503
embedding_mean_730,-0.06065934428407463
embedding_mean_731,-0.19228961207115916
embedding_mean_732,0.49232551223824883
embedding_mean_733,-0.052460986032756
embedding_mean_734,0.45588430520393963
embedding_mean_735,-0.4127678277472553
embedding_mean_736,-0.23587584534408143
embedding_mean_737,-0.3278937453037642
embedding_mean_738,0.3412911792639326
embedding_mean_739,-0.21936875285017574
embedding_mean_740,0.08115357460757631
embedding_mean_741,-0.12498891025657909
embedding_mean_742,-0.14242908595549375
embedding_mean_743,-0.13447002640931874
embedding_mean_744,0.006945958578671227
embedding_mean_745,0.1581502416295205
embedding_mean_746,0.41147798657983486
embedding_mean_747,-0.16976156458838146
embedding_mean_748,-0.4181215743485288
embedding_mean_749,0.40352488593185415
embedding_mean_750,-0.17359488517019503
embedding_mean_751,0.4332594347326236
embedding_mean_752,-0.27992407850894824
embedding_mean_753,0.16845110673178015
